YEAR,NESPP3,NESPP4,SPECIES_ITIS,SEX,AGE,LENGTH
1977,269,2691,164727,0,9,84
1977,269,2691,164727,0,15,88
1977,269,2691,164727,0,9,91
1977,269,2691,164727,0,12,91
1977,269,2691,164727,0,12,92
1977,269,2691,164727,0,5,59
1977,269,2691,164727,0,6,60
1977,269,2691,164727,0,6,61
1977,269,2691,164727,0,5,62
1977,269,2691,164727,0,6,63
1977,269,2691,164727,0,5,65
1977,269,2691,164727,0,6,66
1977,269,2691,164727,0,5,67
1977,269,2691,164727,0,6,68
1977,269,2691,164727,0,6,69
1977,269,2691,164727,0,6,71
1977,269,2691,164727,0,7,72
1977,269,2691,164727,0,6,73
1977,269,2691,164727,0,6,75
1977,269,2691,164727,0,6,76
1977,269,2691,164727,0,6,77
1977,269,2691,164727,0,6,78
1977,269,2691,164727,0,7,79
1977,269,2691,164727,0,7,82
1977,269,2691,164727,0,8,83
1977,269,2691,164727,0,8,84
1977,269,2691,164727,0,12,86
1977,269,2691,164727,0,11,92
1977,269,2691,164727,0,14,93
1977,269,2691,164727,0,12,94
1977,269,2695,164727,0,4,44
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,6,64
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,71
1977,269,2695,164727,0,7,72
1977,269,2695,164727,0,7,80
1977,269,2695,164727,0,8,83
1977,269,2695,164727,0,9,90
1977,269,2695,164727,0,14,92
1977,269,2695,164727,0,9,92
1977,269,2695,164727,0,9,93
1977,269,2695,164727,0,14,93
1977,269,2695,164727,0,17,100
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,5,67
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,5,74
1977,269,2695,164727,0,6,75
1977,269,2695,164727,0,6,78
1977,269,2695,164727,0,6,79
1977,269,2695,164727,0,13,85
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,3,61
1977,269,2695,164727,0,4,63
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,5,72
1977,269,2695,164727,0,5,74
1977,269,2695,164727,0,6,75
1977,269,2695,164727,0,5,76
1977,269,2695,164727,0,6,76
1977,269,2695,164727,0,6,77
1977,269,2695,164727,0,8,89
1977,269,2695,164727,0,4,50
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,3,59
1977,269,2695,164727,0,4,62
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,4,65
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,5,72
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,6,76
1977,269,2695,164727,0,6,77
1977,269,2695,164727,0,6,79
1977,269,2695,164727,0,10,80
1977,269,2695,164727,0,8,90
1977,269,2695,164727,0,10,90
1977,269,2691,164727,0,3,45
1977,269,2691,164727,0,4,49
1977,269,2691,164727,0,4,51
1977,269,2691,164727,0,3,51
1977,269,2691,164727,0,5,53
1977,269,2691,164727,0,3,53
1977,269,2691,164727,0,3,54
1977,269,2691,164727,0,4,54
1977,269,2691,164727,0,4,55
1977,269,2691,164727,0,4,56
1977,269,2691,164727,0,4,57
1977,269,2691,164727,0,4,58
1977,269,2691,164727,0,4,59
1977,269,2691,164727,0,4,61
1977,269,2691,164727,0,4,64
1977,269,2695,164727,0,3,50
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,3,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,4,61
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,4,62
1977,269,2695,164727,0,4,63
1977,269,2695,164727,0,4,64
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,6,75
1977,269,2695,164727,0,6,76
1977,269,2695,164727,0,6,79
1977,269,2695,164727,0,7,87
1977,269,2695,164727,0,3,50
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,63
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,74
1977,269,2695,164727,0,7,79
1977,269,2695,164727,0,8,80
1977,269,2695,164727,0,12,80
1977,269,2695,164727,0,8,81
1977,269,2695,164727,0,6,82
1977,269,2695,164727,0,7,85
1977,269,2695,164727,0,8,85
1977,269,2695,164727,0,8,87
1977,269,2695,164727,0,15,96
1977,269,2695,164727,0,3,51
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,3,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,3,56
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,5,59
1977,269,2695,164727,0,5,63
1977,269,2691,164727,0,3,45
1977,269,2691,164727,0,3,46
1977,269,2691,164727,0,3,47
1977,269,2691,164727,0,2,48
1977,269,2691,164727,0,3,49
1977,269,2691,164727,0,4,51
1977,269,2691,164727,0,3,51
1977,269,2691,164727,0,3,52
1977,269,2691,164727,0,4,52
1977,269,2691,164727,0,2,52
1977,269,2691,164727,0,4,53
1977,269,2691,164727,0,3,53
1977,269,2691,164727,0,4,54
1977,269,2695,164727,0,4,48
1977,269,2695,164727,0,3,48
1977,269,2695,164727,0,4,49
1977,269,2695,164727,0,3,52
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,61
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,5,64
1977,269,2691,164727,0,2,43
1977,269,2691,164727,0,2,44
1977,269,2691,164727,0,4,46
1977,269,2691,164727,0,3,47
1977,269,2691,164727,0,4,50
1977,269,2691,164727,0,4,51
1977,269,2691,164727,0,4,52
1977,269,2691,164727,0,4,53
1977,269,2691,164727,0,4,55
1977,269,2691,164727,0,4,56
1977,269,2691,164727,0,5,57
1977,269,2691,164727,0,4,58
1977,269,2691,164727,0,4,59
1977,269,2691,164727,0,5,62
1977,269,2691,164727,0,3,51
1977,269,2691,164727,0,4,51
1977,269,2691,164727,0,4,53
1977,269,2691,164727,0,4,54
1977,269,2691,164727,0,4,55
1977,269,2691,164727,0,4,57
1977,269,2691,164727,0,4,58
1977,269,2691,164727,0,4,59
1977,269,2691,164727,0,4,60
1977,269,2691,164727,0,5,62
1977,269,2691,164727,0,6,65
1977,269,2691,164727,0,5,67
1977,269,2691,164727,0,5,70
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,67
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,7,80
1977,269,2695,164727,0,9,83
1977,269,2695,164727,0,4,51
1977,269,2695,164727,0,3,51
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,3,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,5,55
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,5,69
1977,269,2695,164727,0,7,73
1977,269,2695,164727,0,3,48
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,5,58
1977,269,2695,164727,0,5,59
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,61
1977,269,2695,164727,0,4,61
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,5,73
1977,269,2695,164727,0,6,61
1977,269,2695,164727,0,5,61
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,6,63
1977,269,2695,164727,0,6,64
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,8,69
1977,269,2695,164727,0,7,70
1977,269,2695,164727,0,7,71
1977,269,2695,164727,0,7,72
1977,269,2695,164727,0,8,74
1977,269,2695,164727,0,7,75
1977,269,2695,164727,0,7,78
1977,269,2695,164727,0,3,45
1977,269,2695,164727,0,3,48
1977,269,2695,164727,0,3,49
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,3,54
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,4,62
1977,269,2695,164727,0,4,63
1977,269,2695,164727,0,5,69
1977,269,2695,164727,0,5,72
1977,269,2695,164727,0,5,74
1977,269,2695,164727,0,3,49
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,5,56
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,60
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,75
1977,269,2695,164727,0,6,80
1977,269,2695,164727,0,12,93
1977,269,2695,164727,0,9,94
1977,269,2695,164727,0,8,95
1977,269,2691,164727,0,3,51
1977,269,2691,164727,0,4,51
1977,269,2691,164727,0,4,53
1977,269,2691,164727,0,3,55
1977,269,2691,164727,0,4,55
1977,269,2691,164727,0,4,56
1977,269,2691,164727,0,8,57
1977,269,2691,164727,0,4,60
1977,269,2691,164727,0,5,61
1977,269,2691,164727,0,5,62
1977,269,2691,164727,0,4,63
1977,269,2691,164727,0,5,63
1977,269,2691,164727,0,5,69
1977,269,2691,164727,0,6,71
1977,269,2695,164727,0,3,53
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,3,60
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,4,64
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,5,69
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,5,80
1977,269,2695,164727,0,7,83
1977,269,2695,164727,0,10,92
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,5,73
1977,269,2695,164727,0,7,74
1977,269,2695,164727,0,7,80
1977,269,2695,164727,0,12,82
1977,269,2695,164727,0,8,83
1977,269,2695,164727,0,11,84
1977,269,2695,164727,0,12,85
1977,269,2695,164727,0,17,89
1977,269,2695,164727,0,17,103
1977,269,2695,164727,0,3,47
1977,269,2695,164727,0,4,48
1977,269,2695,164727,0,3,49
1977,269,2695,164727,0,3,50
1977,269,2695,164727,0,4,50
1977,269,2695,164727,0,3,51
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,3,53
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,61
1977,269,2695,164727,0,4,64
1977,269,2695,164727,0,5,67
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,7,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,73
1977,269,2695,164727,0,5,75
1977,269,2695,164727,0,6,79
1977,269,2695,164727,0,7,80
1977,269,2695,164727,0,8,83
1977,269,2695,164727,0,3,45
1977,269,2695,164727,0,4,45
1977,269,2695,164727,0,3,47
1977,269,2695,164727,0,3,48
1977,269,2695,164727,0,3,49
1977,269,2695,164727,0,3,50
1977,269,2695,164727,0,4,51
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,5,60
1977,269,2695,164727,0,4,61
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,60
1977,269,2695,164727,0,5,61
1977,269,2695,164727,0,4,62
1977,269,2695,164727,0,6,63
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,6,64
1977,269,2695,164727,0,6,66
1977,269,2695,164727,0,5,67
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,7,74
1977,269,2695,164727,0,14,91
1977,269,2695,164727,0,3,51
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,58
1977,269,2691,164727,0,2,43
1977,269,2691,164727,0,2,44
1977,269,2691,164727,0,3,44
1977,269,2691,164727,0,3,45
1977,269,2691,164727,0,3,46
1977,269,2691,164727,0,3,47
1977,269,2691,164727,0,3,48
1977,269,2691,164727,0,3,49
1977,269,2691,164727,0,3,50
1977,269,2695,164727,0,6,62
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,7,75
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,7,79
1977,269,2695,164727,0,8,82
1977,269,2695,164727,0,10,84
1977,269,2695,164727,0,8,85
1977,269,2695,164727,0,18,95
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,71
1977,269,2695,164727,0,7,73
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,9,75
1977,269,2695,164727,0,8,76
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,8,81
1977,269,2695,164727,0,8,82
1977,269,2695,164727,0,8,86
1977,269,2695,164727,0,13,89
1977,269,2695,164727,0,10,90
1977,269,2695,164727,0,15,91
1977,269,2695,164727,0,6,62
1977,269,2695,164727,0,6,66
1977,269,2695,164727,0,7,66
1977,269,2695,164727,0,7,67
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,7,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,71
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,73
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,8,76
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,7,78
1977,269,2695,164727,0,6,80
1977,269,2695,164727,0,8,92
1977,269,2695,164727,0,13,93
1977,269,2695,164727,0,6,62
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,7,75
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,7,79
1977,269,2695,164727,0,8,82
1977,269,2695,164727,0,10,84
1977,269,2695,164727,0,8,85
1977,269,2695,164727,0,18,95
1977,269,2695,164727,0,5,56
1977,269,2695,164727,0,6,59
1977,269,2695,164727,0,5,60
1977,269,2695,164727,0,6,61
1977,269,2695,164727,0,6,63
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,66
1977,269,2695,164727,0,7,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,8,79
1977,269,2695,164727,0,8,81
1977,269,2695,164727,0,8,82
1977,269,2695,164727,0,9,83
1977,269,2695,164727,0,17,87
1977,269,2695,164727,0,10,93
1977,269,2695,164727,0,4,51
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,5,58
1977,269,2695,164727,0,5,59
1977,269,2695,164727,0,6,59
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,8,78
1977,269,2695,164727,0,8,87
1977,269,2695,164727,0,12,91
1977,269,2695,164727,0,13,93
1977,269,2695,164727,0,17,94
1977,269,2695,164727,0,17,98
1977,269,2695,164727,0,17,100
1977,269,2695,164727,0,16,103
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,5,69
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,6,71
1977,269,2695,164727,0,7,74
1977,269,2695,164727,0,7,75
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,7,79
1977,269,2695,164727,0,7,80
1977,269,2695,164727,0,7,82
1977,269,2695,164727,0,8,84
1977,269,2695,164727,0,9,84
1977,269,2695,164727,0,8,87
1977,269,2695,164727,0,9,98
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,69
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,7,71
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,76
1977,269,2695,164727,0,6,77
1977,269,2695,164727,0,6,78
1977,269,2695,164727,0,6,80
1977,269,2695,164727,0,7,80
1977,269,2695,164727,0,6,81
1977,269,2695,164727,0,8,86
1977,269,2695,164727,0,7,87
1977,269,2695,164727,0,8,87
1977,269,2695,164727,0,8,91
1977,269,2695,164727,0,20,95
1977,269,2695,164727,0,14,97
1977,269,2695,164727,0,17,100
1977,269,2695,164727,0,3,45
1977,269,2695,164727,0,3,47
1977,269,2695,164727,0,3,49
1977,269,2695,164727,0,3,50
1977,269,2695,164727,0,3,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,3,59
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,70
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,7,74
1977,269,2695,164727,0,6,75
1977,269,2695,164727,0,8,76
1977,269,2695,164727,0,6,77
1977,269,2695,164727,0,7,77
1977,269,2695,164727,0,8,81
1977,269,2695,164727,0,6,84
1977,269,2695,164727,0,12,90
1977,269,2695,164727,0,2,43
1977,269,2695,164727,0,3,46
1977,269,2695,164727,0,3,50
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,3,53
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,3,56
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,59
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,3,56
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,5,67
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,5,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,5,72
1977,269,2695,164727,0,6,79
1977,269,2695,164727,0,7,81
1977,269,2695,164727,0,9,87
1977,269,2695,164727,0,9,88
1977,269,2695,164727,0,7,88
1977,269,2695,164727,0,11,90
1977,269,2695,164727,0,8,91
1977,269,2695,164727,0,13,93
1977,269,2695,164727,0,16,96
1977,269,2695,164727,0,12,98
1977,269,2695,164727,0,4,47
1977,269,2695,164727,0,4,49
1977,269,2695,164727,0,4,51
1977,269,2695,164727,0,5,58
1977,269,2695,164727,0,5,60
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,6,62
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,6,63
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,7,70
1977,269,2695,164727,0,6,71
1977,269,2695,164727,0,8,72
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,4,49
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,5,58
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,61
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,66
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,7,71
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,14,74
1977,269,2695,164727,0,13,82
1977,269,2695,164727,0,5,61
1977,269,2695,164727,0,6,61
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,6,63
1977,269,2695,164727,0,6,64
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,8,69
1977,269,2695,164727,0,7,70
1977,269,2695,164727,0,7,71
1977,269,2695,164727,0,7,72
1977,269,2695,164727,0,8,74
1977,269,2695,164727,0,7,75
1977,269,2695,164727,0,7,78
1977,269,2695,164727,0,4,47
1977,269,2695,164727,0,4,49
1977,269,2695,164727,0,4,51
1977,269,2695,164727,0,5,58
1977,269,2695,164727,0,5,60
1977,269,2695,164727,0,5,62
1977,269,2695,164727,0,6,62
1977,269,2695,164727,0,5,63
1977,269,2695,164727,0,6,63
1977,269,2695,164727,0,5,64
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,5,66
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,7,70
1977,269,2695,164727,0,6,71
1977,269,2695,164727,0,8,72
1977,269,2695,164727,0,6,74
1977,269,2695,164727,0,4,49
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,4,53
1977,269,2695,164727,0,4,57
1977,269,2695,164727,0,5,58
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,61
1977,269,2695,164727,0,6,65
1977,269,2695,164727,0,6,66
1977,269,2695,164727,0,6,67
1977,269,2695,164727,0,5,68
1977,269,2695,164727,0,6,68
1977,269,2695,164727,0,6,69
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,7,71
1977,269,2695,164727,0,6,73
1977,269,2695,164727,0,13,82
1977,269,2695,164727,0,3,46
1977,269,2695,164727,0,3,47
1977,269,2695,164727,0,3,48
1977,269,2695,164727,0,3,51
1977,269,2695,164727,0,4,51
1977,269,2695,164727,0,4,52
1977,269,2695,164727,0,3,52
1977,269,2695,164727,0,4,54
1977,269,2695,164727,0,4,55
1977,269,2695,164727,0,4,56
1977,269,2695,164727,0,4,58
1977,269,2695,164727,0,4,60
1977,269,2695,164727,0,5,54
1977,269,2695,164727,0,6,58
1977,269,2695,164727,0,5,65
1977,269,2695,164727,0,6,70
1977,269,2695,164727,0,5,71
1977,269,2695,164727,0,5,72
1977,269,2695,164727,0,6,72
1977,269,2695,164727,0,6,74
