,svspp,pynam,result,total,percentages
206,Red Hake,DECAPODA,57.3,22111.7,0.2591
207,Red Hake,ENCHELYOPUS CIMBRIUS,49.5,22111.7,0.2239
208,Red Hake,GADUS MORHUA,41.5,22111.7,0.1877
209,Red Hake,SQUALUS ACANTHIAS,40.5,22111.7,0.1832
210,Red Hake,PAGURUS SP,37.5,22111.7,0.1696
211,Red Hake,SEPIOLIDAE,34.2,22111.7,0.1547
212,Red Hake,OCTOPODA,31.6,22111.7,0.1429
213,Red Hake,ANGUILLIFORMES,30.6,22111.7,0.1384
214,Red Hake,PECTINIDAE VISCERA,30,22111.7,0.1357
215,Red Hake,GADIDAE,28.1,22111.7,0.1271
216,Red Hake,AXIIDAE,27.2,22111.7,0.123
217,Red Hake,APHRODITA HASTATA,27.1,22111.7,0.1226
218,Red Hake,FISH EGGS,23,22111.7,0.104
219,Red Hake,HOLOTHUROIDEA,20.8,22111.7,0.0941
220,Red Hake,MACROALGAE,19.5,22111.7,0.0882
221,Red Hake,GASTROPODA,19,22111.7,0.0859
222,Red Hake,ETROPUS MICROSTOMUS,14.6,22111.7,0.066
223,Red Hake,CHAETOGNATHA,14.4,22111.7,0.0651
224,Red Hake,HOMARUS AMERICANUS,14.4,22111.7,0.0651
225,Red Hake,PANDALUS BOREALIS,14,22111.7,0.0633
226,Red Hake,OPHIUROIDEA,13.7,22111.7,0.062
227,Red Hake,ECHINOIDEA,12.6,22111.7,0.057
228,Red Hake,ANCHOA MITCHILLI,11.8,22111.7,0.0534
229,Red Hake,SIPUNCULA,11,22111.7,0.0497
230,Red Hake,EUPHAUSIA SP,10.3,22111.7,0.0466
231,Red Hake,ACTINIARIA,10,22111.7,0.0452
232,Red Hake,UROCHORDATA,10,22111.7,0.0452
233,Red Hake,DICHELOPANDALUS LEPTOCERUS,9.8,22111.7,0.0443
234,Red Hake,SCOMBER SCOMBRUS,9.5,22111.7,0.043
235,Red Hake,OPHICHTHIDAE,9,22111.7,0.0407
236,Red Hake,ROCK,7.7,22111.7,0.0348
237,Red Hake,ARTHROPODA,6.5,22111.7,0.0294
238,Red Hake,HEMITRIPTERUS AMERICANUS,6,22111.7,0.0271
239,Red Hake,NEMATODA,5.7,22111.7,0.0258
240,Red Hake,ASCIDIACEA,5.5,22111.7,0.0249
241,Red Hake,LEPOPHIDIUM PROFUNDORUM,5.4,22111.7,0.0244
242,Red Hake,MYOXOCEPHALUS OCTODECEMSPINOSUS,5.1,22111.7,0.0231
243,Red Hake,CRUSTACEA LARVAE,5,22111.7,0.0226
244,Red Hake,MYCTOPHIDAE,5,22111.7,0.0226
245,Red Hake,SYNGNATHIDAE,5,22111.7,0.0226
246,Red Hake,FISH LARVAE,4.6,22111.7,0.0208
247,Red Hake,PAGURUS ACADIANUS,4.1,22111.7,0.0185
248,Red Hake,GERYON SP,4,22111.7,0.0181
249,Red Hake,LUMPENUS MACULATUS,3.6,22111.7,0.0163
250,Red Hake,CNIDARIA,3.5,22111.7,0.0158
251,Red Hake,ASPIDOPHOROIDES MONOPTERYGIUS,2.5,22111.7,0.0113
252,Red Hake,GOBIIDAE,2.5,22111.7,0.0113
253,Red Hake,BLENNIIDAE,2.4,22111.7,0.0109
254,Red Hake,STOMATOPODA,2.4,22111.7,0.0109
255,Red Hake,HYPERIIDAE,2.3,22111.7,0.0104
256,Red Hake,WOOD,2.3,22111.7,0.0104
257,Red Hake,ECHINODERMATA,2.1,22111.7,0.0095
258,Red Hake,NEMERTEA,2.1,22111.7,0.0095
259,Red Hake,BOTHIDAE,2,22111.7,0.009
260,Red Hake,LYCENCHELYS VERRILLI,2,22111.7,0.009
261,Red Hake,MELANOSTIGMA ATLANTICUM,2,22111.7,0.009
262,Red Hake,MYTILIDAE,1.8,22111.7,0.0081
263,Red Hake,ANTHOZOA,1.5,22111.7,0.0068
264,Red Hake,CHLOROPHTHALMIDAE,1.5,22111.7,0.0068
265,Red Hake,POLITOLANA POLITA,1.5,22111.7,0.0068
266,Red Hake,MOLLUSCA SHELL,1.2,22111.7,0.0054
267,Red Hake,AMPELISCIDAE,1,22111.7,0.0045
268,Red Hake,CYCLOCARDIA SP,1,22111.7,0.0045
269,Red Hake,ENGRAULIDAE,1,22111.7,0.0045
270,Red Hake,PLASTIC,1,22111.7,0.0045
271,Red Hake,LOLLIGUNCULA BREVIS,0.9,22111.7,0.0041
272,Red Hake,ZOSTERA MARINA,0.9,22111.7,0.0041
273,Red Hake,PALAEMONIDAE,0.8,22111.7,0.0036
274,Red Hake,PLEURONECTIFORMES LARVAE,0.8,22111.7,0.0036
275,Red Hake,ULVARIA SUBBIFURCATA,0.8,22111.7,0.0036
276,Red Hake,ANOMIA SP,0.6,22111.7,0.0027
277,Red Hake,CIRRIPEDIA,0.5,22111.7,0.0023
278,Red Hake,CUMACEA,0.5,22111.7,0.0023
279,Red Hake,SOLENIDAE,0.5,22111.7,0.0023
280,Red Hake,CIROLANIDAE,0.3,22111.7,0.0014
281,Red Hake,CTENOPHORA,0.3,22111.7,0.0014
282,Red Hake,SPIRONTOCARIS SP,0.3,22111.7,0.0014
283,Red Hake,EMERITA TALPOIDA,0.2,22111.7,9.00E-04
284,Red Hake,OVALIPES SP,0.2,22111.7,9.00E-04
285,Red Hake,SCYLLARIDAE,0.2,22111.7,9.00E-04
286,Red Hake,SCYPHOZOA,0.2,22111.7,9.00E-04
287,Red Hake,OPHIDIIDAE,0.1,22111.7,5.00E-04
288,Red Hake,EMPTY,0,22111.7,0
